,epoch,loss,val_loss
0,1,4.63502836227417,4.832179546356201
1,2,4.11767053604126,4.780031204223633
2,3,4.019204139709473,4.055304050445557
3,4,3.991020917892456,3.9085283279418945
4,5,3.978543281555176,4.023128986358643
5,6,3.9707388877868652,3.935168504714966
6,7,3.969398021697998,3.9081239700317383
7,8,3.9693119525909424,3.896517276763916
8,9,3.9691238403320312,3.8979101181030273
9,10,3.9691402912139893,3.9000892639160156
10,11,3.9694223403930664,3.8966174125671387
11,12,3.968593120574951,3.9033989906311035
12,13,3.9697322845458984,3.8978891372680664
13,14,3.969569683074951,3.901552200317383
14,15,3.9692981243133545,3.8977348804473877
15,16,3.9691998958587646,3.900005340576172
16,17,3.9686102867126465,3.8935658931732178
17,18,3.9682486057281494,3.893833637237549
18,19,3.9692912101745605,3.893148899078369
19,20,3.9685440063476562,3.8992671966552734
20,21,3.9682650566101074,3.8951072692871094
21,22,3.9688262939453125,3.896864652633667
22,23,3.969167947769165,3.895831823348999
23,24,3.96870493888855,3.8919858932495117
24,25,3.968639612197876,3.896575689315796
25,26,3.9683821201324463,3.8966574668884277
26,27,3.9685208797454834,3.8967528343200684
27,28,3.967827558517456,3.897340774536133
28,29,3.96811580657959,3.898073196411133
29,30,3.968503713607788,3.895846128463745
30,31,3.9677541255950928,3.895503282546997
31,32,3.9717516899108887,3.8965706825256348
32,33,3.9679958820343018,3.8967690467834473
33,34,3.968404531478882,3.896439790725708
34,35,3.9682860374450684,3.8940722942352295
35,36,3.968285083770752,3.8945751190185547
36,37,3.9679322242736816,3.893435478210449
37,38,3.9680426120758057,3.8945398330688477
38,39,3.9684715270996094,3.8951916694641113
39,40,3.967891216278076,3.8954203128814697
40,41,3.968230962753296,3.8943123817443848
41,42,3.9676854610443115,3.896634101867676
42,43,3.968388557434082,3.8923139572143555
43,44,3.9679086208343506,3.894676685333252
44,45,3.968172550201416,3.894972562789917
45,46,3.9679763317108154,3.895372152328491
46,47,3.967703342437744,3.8960044384002686
47,48,3.9683077335357666,3.8965611457824707
48,49,3.967067003250122,3.892427921295166
49,50,3.968390464782715,3.8935678005218506
50,51,3.968000888824463,3.894896984100342
51,52,3.967268943786621,3.894727945327759
52,53,3.967804431915283,3.8936996459960938
53,54,3.9680402278900146,3.8958961963653564
54,55,3.967180013656616,3.8958280086517334
55,56,3.967848539352417,3.8957087993621826
56,57,3.967447280883789,3.8945822715759277
57,58,3.9674739837646484,3.8927347660064697
58,59,3.9679691791534424,3.894697427749634
59,60,3.967642307281494,3.893756628036499
60,61,3.9680404663085938,3.8958961963653564
61,62,3.966390609741211,3.8948869705200195
62,63,3.967712640762329,3.894840717315674
63,64,3.9671993255615234,3.8939292430877686
64,65,3.967478036880493,3.895970106124878
65,66,3.967494249343872,3.893825054168701
66,67,3.967052698135376,3.8940813541412354
67,68,3.9664905071258545,3.8942365646362305
68,69,3.96765398979187,3.8953285217285156
69,70,3.966975688934326,3.893418073654175
70,71,3.9676930904388428,3.8957626819610596
71,72,3.9673678874969482,3.8958280086517334
72,73,3.966869592666626,3.8933727741241455
73,74,3.9675099849700928,3.895998477935791
74,75,3.967047929763794,3.893186092376709
75,76,3.9676856994628906,3.893230676651001
76,77,3.967327117919922,3.8962900638580322
77,78,3.9677300453186035,3.8971962928771973
78,79,3.967059850692749,3.8946468830108643
79,80,3.9670729637145996,3.8925845623016357
80,81,3.9675323963165283,3.894012212753296
81,82,3.9667441844940186,3.8934712409973145
82,83,3.967318296432495,3.8956849575042725
83,84,3.966671943664551,3.894138813018799
84,85,3.9664230346679688,3.8925747871398926
85,86,3.9667835235595703,3.8939545154571533
86,87,3.966965675354004,3.89296817779541
87,88,3.9666316509246826,3.8934404850006104
88,89,3.9673523902893066,3.895268440246582
89,90,3.966787099838257,3.8941569328308105
90,91,3.9677305221557617,3.8949391841888428
91,92,3.966400384902954,3.894717216491699
92,93,3.9666805267333984,3.8932950496673584
93,94,3.9671573638916016,3.8941822052001953
94,95,3.9664697647094727,3.8959126472473145
95,96,3.9678332805633545,3.8949739933013916
96,97,3.9664785861968994,3.8932089805603027
97,98,3.9674675464630127,3.8947248458862305
98,99,3.9670839309692383,3.8959951400756836
99,100,3.9667787551879883,3.895524024963379
100,101,3.9671778678894043,3.8932628631591797
101,102,3.966367721557617,3.8946969509124756
102,103,3.966693639755249,3.8939452171325684
103,104,3.966601610183716,3.8942346572875977
104,105,3.9672112464904785,3.8925232887268066
105,106,3.9665417671203613,3.8955020904541016
106,107,3.9668896198272705,3.894030809402466
107,108,3.96694278717041,3.893648386001587
108,109,3.9667341709136963,3.8941006660461426
109,110,3.96639347076416,3.8957149982452393
110,111,3.9668056964874268,3.8939638137817383
111,112,3.967160940170288,3.8929107189178467
112,113,3.966456890106201,3.893995523452759
113,114,3.967068910598755,3.894099235534668
